,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,location,hashtags,link,retweet,quote_url,video,profile_image_url,gif_thumb,gif_url,has_parent_tweet,is_quote_status,is_reply_to,quote_id,replies,tags,video_thumb,video_url,is_depressed,cleaned
10,668352533153345536,668352533153345536,1448182635000,2015-11-22,15:57:15,SE Asia Standard Time,721660814,lisniaamalia,Lisniaa,,"""2 hari bersama lu yg udh bener"" ngejagain terus jdi di bikin kesel,gondok,tegang,stres,gila gilaan…  https://instagram.com/p/-YZaHgl5Yz/ ",,['https://instagram.com/p/-YZaHgl5Yz/'],[],0,0,0,,[],https://twitter.com/lisniaamalia/status/668352533153345536,,,0.0,https://pbs.twimg.com/profile_images/539405120316796929/JE94fgiH.jpeg,,,,,,,,,,,False,2 hari sama kamu sudah bener jaga terus jadi bikin kesel gondok tegang stres gila gila
11,707489522724896770,707481504041930752,1457513621000,2016-03-09,15:53:41,SE Asia Standard Time,1052415367,oujijoda,Kaokay,,@_t_kyuun eta pisan! Hshs gondok kalo ga diluapin trus stres aja trus pucing deh pala berbih /heh ;v;),['_t_kyuun'],[],[],1,0,0,,[],https://twitter.com/oujijoda/status/707489522724896770,,,0.0,https://pbs.twimg.com/profile_images/775401883108159488/9x0Imvpz.jpg,,,,,,,,,,,False,eta sekali hshs gondok kalau diluapin terus stres terus pucing deh pala berbih heh v
12,731711417728962560,731711417728962560,1463288571000,2016-05-15,12:02:51,SE Asia Standard Time,1333280137,rahmaaaaw,rah's.,,"[2/...] Makasih 2tahun selalu bikin ngakak, stres, gondok, kesel, bete. Lu sahabat cowok terbae…  https://www.instagram.com/p/BFalsI9J16f/ ",,['https://www.instagram.com/p/BFalsI9J16f/'],[],0,0,0,,[],https://twitter.com/rahmaaaaw/status/731711417728962560,,,0.0,https://pbs.twimg.com/profile_images/1087134619143565312/sQ9TE1QQ.jpg,,,,,,,,,,,False,2 terimakasih 2tahun selalu bikin tertawa stres gondok kesel bete kamu sahabat cowok terbae
13,765600746922389505,765600746922389505,1471368416000,2016-08-17,00:26:56,SE Asia Standard Time,3195393637,rijalsunandr,R Sunandar,,"Sy sendiri bs merasakan atau membayangkan,gamana sih kecewanya pr pndukung bila jagoanya kalah,gondok,bisa stres,hilang akal sehatnya,maklum",,[],[],0,0,0,,[],https://twitter.com/rijalsunandr/status/765600746922389505,,,0.0,https://pbs.twimg.com/profile_images/1120717487656407040/XzpL1-3R.jpg,,,,,,,,,,,False,sendiri rasa bayang gamana sih kecewa pr pndukung bila jagoanya kalah gondok stres hilang akal sehat maklum
14,770256839900528641,770256839900528641,1472478515000,2016-08-29,20:48:35,SE Asia Standard Time,626904956,triainoe,Tria miralldi,,Ngilangin stres ngilangin penat ngilangu  gondok 😲 mending ngopi syantiik dah…  https://www.instagram.com/p/BJseHvJjVtB/ ,,['https://www.instagram.com/p/BJseHvJjVtB/'],[],0,0,0,,[],https://twitter.com/triainoe/status/770256839900528641,,,0.0,https://pbs.twimg.com/profile_images/877403000263684097/Z4pQ2UDs.jpg,,,,,,,,,,,False,hilang stres hilang penat ngilangu gondok mending ngopi syantiik
15,808189927892492288,808189927892492288,1481522468000,2016-12-12,13:01:08,SE Asia Standard Time,85583135,osi1213,Osi Dwi Olyvia,,"Asli serius merinding, bisa pas gitu kan waktunya, dpt Bangtan, Sebong plus negeri oppa, OMG!!! 😱😱😱",,[],[],0,0,0,,[],https://twitter.com/Osi1213/status/808189927892492288,,,0.0,https://pbs.twimg.com/profile_images/1008152231802109952/Bbz8fgsz.jpg,,,,,,,,,,,False,asli serius merinding pas kan waktu bangtan bong plus negeri oppa ya tuhan
16,945276854264410112,945276281251282944,1514206539000,2017-12-25,19:55:39,SE Asia Standard Time,844143266660458496,gcfbros,☄anin,,cape pusing mual kesel gemes benci gue dri tdi liat orang ganteng,,[],[],1,0,0,,[],https://twitter.com/gcfbros/status/945276854264410112,,,0.0,https://pbs.twimg.com/profile_images/1128103857202941952/sPLgqH0w.jpg,,,,,,,,,,,False,capek pusing mual kesel gemes benci dari tadi lihat orang ganteng
17,947450380387983360,947450380387983360,1514724748000,2017-12-31,19:52:28,SE Asia Standard Time,918533316785012738,alepsabtu,Alpsaturday🍁,,"Yess akhirnya doa termakbul , hahaha betul betul malam tahun baru ea dapat berita gembira .. yihaaaa",,[],[],0,0,2,,[],https://twitter.com/alepsabtu/status/947450380387983360,,,0.0,https://pbs.twimg.com/profile_images/1120397028696166403/D5PiJSX7.jpg,,,,,,,,,,,False,yess akhir doa makbul hahaha betul betul malam tahun baru ea berita gembira yihaaaa
18,964483349413748736,964482745865986049,1518785724000,2018-02-16,19:55:24,SE Asia Standard Time,212484186,mintsugarr,four years with svt ♡,,HAHAHA jay yaampun ga biasa manggil jay:( semua org lg gila ikon jg nih yess aku senang akhirnya😩,['minichimin'],[],[],1,0,0,,[],https://twitter.com/mintsugarr/status/964483349413748736,,,0.0,https://pbs.twimg.com/profile_images/1132666522562777089/3beYdgcE.jpg,,,,,,,,,,,False,hahaha jay yaampun biasa manggil jay semua orang gila ikon nih yess senang akhir
19,964858071867580417,964833968280383488,1518875065000,2018-02-17,20:44:25,SE Asia Standard Time,902478338870075392,yourkjisoo,Jisoo,,"Kesel bareng. Gondok bareng. Stres bareng semua dilaluin.   Senengnya juga bareng. aku jadi nambah stock rp iKON? yasalam ini sih paling nguntungin /g   Pesan buat iKONTEAM, abis ini boleh ya sering2 minta fs👉👈 semoga rp iKON makin banyak, semoga iKON sukses trus dan..",['sqikon'],[],[],1,1,1,,[],https://twitter.com/yourkjisoo/status/964858071867580417,,,0.0,https://pbs.twimg.com/profile_images/1127331106854858752/-3n37nGh.jpg,,,,,,,,,,,False,kesel bareng gondok bareng stres bareng semua dilaluin neng bareng jadi tambah sedia rp ikon yasalam sih paling nguntungin pesan buat ikonteam habis boleh sering2 minta fs moga rp ikon makin banyak moga ikon sukses terus
20,971042834236223490,971032693449338881,1520349627000,2018-03-06,22:20:27,SE Asia Standard Time,964532876283846656,ur_euphoria97,Jungkook [OFF],,"CONGRATS WOY, YESS AKHIRNYA ADA YG MANGGIL GW SAMCHON NANTI HAHAHA","['pjm1395', 'seagulljeon2', 'autotls']",[],[],2,0,0,,[],https://twitter.com/ur_euphoria97/status/971042834236223490,,,0.0,https://pbs.twimg.com/profile_images/1057886494684143617/7xBdhzSA.jpg,,,,,,,,,,,False,ucap selamat woy yess akhir yang manggil samchon hahaha
21,987269265429426177,987269265429426177,1524218310000,2018-04-20,16:58:30,SE Asia Standard Time,53031812,futriana,Futriana (푸트 리아나),,"Ketika orang2 kantor bilang wajah mu semakin bulat, dan alih2 stress, yg ada malah happy. \^^/ hahaha… yess. akhirnya bb naik, dan menyentuh kepala 5, semoga ga turun. 🙏🏻  pic.twitter.com/dWUBAtOmAU",,[],['https://pbs.twimg.com/media/DbN8JkQVMAYLryS.jpg'],4,1,3,,[],https://twitter.com/FUTRIANA/status/987269265429426177,,,0.0,https://pbs.twimg.com/profile_images/1117391688727535616/3OGg0fpX.jpg,,,,,,,,,,,False,orang2 kantor bilang wajah mu makin bulat alih2 stress ada malah senang hahaha yess akhir bb naik sentuh kepala 5 moga turun pic twitter com dwubatomau
22,1003305499578675200,1003305499578675200,1528041646000,2018-06-03,23:00:46,SE Asia Standard Time,765655268952723456,nitaajah014,NitaJeon14,,Omg akun asli baekhyun 😍😍😍  Ini beneran serius guysss.  Aku ga bohong 🙏  pic.twitter.com/P3CLOG3pne,,[],['https://pbs.twimg.com/media/Dex1AWIUwAEbvpY.jpg'],0,0,0,,[],https://twitter.com/nitaajah014/status/1003305499578675200,,,0.0,https://pbs.twimg.com/profile_images/1117160798550257664/vulUbL6N.jpg,,,,,,,,,,,False,ya tuhan akun asli baekhyun beneran serius guysss tidak bohong pic twitter com p3clog3pne
23,1007955505375875072,1007928151396179968,1529150294000,2018-06-16,18:58:14,SE Asia Standard Time,101954577,ecataaa,Taataa,,Hahaha.  Akhirnya kita sekubu yess.,['nathan_3084'],[],[],1,0,0,,[],https://twitter.com/ecataaa/status/1007955505375875072,,,0.0,https://pbs.twimg.com/profile_images/1132186802679214080/1GUX93Nb.jpg,,,,,,,,,,,False,hahaha akhir kubu yess
24,1017778053764677632,1017778053764677632,1531492172000,2018-07-13,21:29:32,SE Asia Standard Time,992398177285226497,lalizam_,velociraptor,,yess akhirnya berjaya jugak mission aku yang bermula jam 8 pagi tadi hahaha,,[],[],1,0,4,,[],https://twitter.com/lalizam_/status/1017778053764677632,,,0.0,https://pbs.twimg.com/profile_images/1111548764601217024/6ZPjtNsh.jpg,,,,,,,,,,,False,yess akhir jaya mission yang mula jam 8 pagi tadi hahaha
25,1019781331373326336,1019781331373326336,1531969790000,2018-07-19,10:09:50,SE Asia Standard Time,960441761259646976,wunutoli,Wunutoli,,Luar biasa setiap Pelayanannya Pa....saya suka mengatakan Ini Perintah singkat padat dan Jelas serta berasal dari sumber yang Benar. Haleluya Tuhan Yesus memberkati  https://twitter.com/PastorGilbertL/status/1019359135349895170 …,,['https://twitter.com/PastorGilbertL/status/1019359135349895170'],[],0,0,0,,[],https://twitter.com/wunutoli/status/1019781331373326336,,https://twitter.com/PastorGilbertL/status/1019359135349895170,0.0,https://pbs.twimg.com/profile_images/1039426723140366337/dLvR7wMC.jpg,,,,,,,,,,,False,luar biasa layan pa suka kata perintah singkat padat jelas asal sumber benar haleluya tuhan yesus kati
26,1024463104904548353,1024463104904548353,1533086012000,2018-08-01,08:13:32,SE Asia Standard Time,69155840,ganitri,Satvika Ganitri,,"Wardah ngeluarin BB cushion OMG YESS!!!!! gak sabar nunggu launching..udah cukmey bgt sama produk2 Wardah..pake BB cushion Laneige hasil akhirnya oke sih,maulah mirip2 (jauh) sama Suzy (apeulah hahaha) tp mehong plus bikin jerawatan..bangga bgt produk lokal makin berjaya 👏🏼👏🏼",,[],[],0,0,0,,[],https://twitter.com/ganitri/status/1024463104904548353,,,0.0,https://pbs.twimg.com/profile_images/431303325246443521/hSX0ImGx.jpeg,,,,,,,,,,,False,wardah keluar bb cushion ya tuhan yess sabar nunggu launching cukmey banget sama produk2 wardah pakai bb cushion laneige hasil akhir oke sih mau mirip2 jauh sama suzy apeulah hahaha mehong plus bikin jerawat bangga banget produk lokal makin jaya
27,1026124011288158209,1025964878865956864,1533482003000,2018-08-05,22:13:23,SE Asia Standard Time,2888357473,jham211173,naci.jacqueline.hmd #CalegDPRRI-DapilPapua,,Luar biasa bpk @Hary_Tanoe  dan bpk presiden  @jokowi . Tuhan pakai para pemimpin tuk memajukan bangsa ini..halleluya,"['hary_tanoe', 'jokowi']",[],[],0,0,0,,[],https://twitter.com/Jham211173/status/1026124011288158209,,,0.0,https://pbs.twimg.com/profile_images/1093958504992231424/yM5wBShi.jpg,,,,,,,,,,,False,luar biasa bapak bapak presiden tuhan pakai pimpin tuk maju bangsa halleluya
28,1026328808834519041,1025198565801381888,1533530830000,2018-08-06,11:47:10,SE Asia Standard Time,969373709378011138,bachtiarbasuki,Bachtiar Basuki,,"Luar biasa Makanan Rohani 1 menit membuat hati menjadi teduh oleh cinta dan kasihNYA bri kemenangan @PastorGilbertL # Puji Tuhan Yesus Haleluya, terimakasih, Jesus Bless You 😇🙏😊",['pastorgilbertl'],[],[],0,0,0,,[],https://twitter.com/BachtiarBasuki/status/1026328808834519041,,,0.0,https://pbs.twimg.com/profile_images/985460597629186048/YGRMnP5b.jpg,,,,,,,,,,,False,luar biasa makan rohani 1 menit buat hati jadi teduh cinta kasih bri menang puji tuhan yesus haleluya terimakasih jesus bless kamu
29,1028337354526715905,1028337354526715905,1534009705000,2018-08-12,00:48:25,SE Asia Standard Time,1113567206,airsachi,Air Sachi,,luar biasa banyak hikmat anugerah pengetahuan yg diberi Tuhan kepadaku. Haleluya,,[],[],0,0,0,,[],https://twitter.com/AirSachi/status/1028337354526715905,,,0.0,https://pbs.twimg.com/profile_images/3154394964/ab589471481a66fc39b7aad87c6f8f22.jpeg,,,,,,,,,,,False,luar biasa banyak hikmat anugerah tahu beri tuhan kepada haleluya
30,1029757188527407106,1029517777181130752,1534348220000,2018-08-15,22:50:20,SE Asia Standard Time,604452060,yus_gfj456,Yus Laurents,,"Haleluya...amin..Terpujilah Tuhan kita Yesus Kristus, sy sendiri merasakan kebaikan Tuhan sungguh luar biasa terjadi pd diri sy saat ini..",['pastorgilbertl'],[],[],0,0,0,,[],https://twitter.com/YUS_GFJ456/status/1029757188527407106,,,0.0,https://pbs.twimg.com/profile_images/1121962363643555840/_0kmSzu8.jpg,,,,,,,,,,,False,haleluya amin puji tuhan yesus kristus sendiri rasa baik tuhan sungguh luar biasa jadi pd diri saat
31,1030078154210041857,1030023891572482048,1534424744000,2018-08-16,20:05:44,SE Asia Standard Time,604452060,yus_gfj456,Yus Laurents,,Haleluya..amin...Yesus luar biasa..,['santapanrohani'],[],[],0,0,0,,[],https://twitter.com/YUS_GFJ456/status/1030078154210041857,,,0.0,https://pbs.twimg.com/profile_images/1121962363643555840/_0kmSzu8.jpg,,,,,,,,,,,False,haleluya amin yesus luar biasa
32,1030092142486724608,1030092142486724608,1534428079000,2018-08-16,21:01:19,SE Asia Standard Time,384311141,ganjar31,ganjar,,"Haleluya Slalom..... Bapak, Ibu, Saudaraku, Sahabatku dan Teman2 semua dimanapun berada. Kubersyukur pada Tuhan atas kasih dan anugerah-Nya yg sangat luar biasa dalam hidup saya. dimana saya telah dipertemukan...  https://www.facebook.com/ganjar.sudion/posts/1858295350885725 …",,['https://www.facebook.com/ganjar.sudion/posts/1858295350885725'],[],0,0,0,,[],https://twitter.com/ganjar31/status/1030092142486724608,,,0.0,https://pbs.twimg.com/profile_images/2671013857/ae17c59a3d75599e67993a4fb94b99c3.jpeg,,,,,,,,,,,False,haleluya slalom bapak ibu saudara sahabat teman2 semua mana ada syukur tuhan atas kasih anugerah nya sangat luar biasa hidup mana telah temu
33,1034490892449501184,1034490892449501184,1535476823000,2018-08-29,00:20:23,SE Asia Standard Time,311836934,adityaherik,ADITYA HERI K.,,"Indonesia itu indah krn perbedaan, perbedaanlah yg mmbuat kita kuat asalkan kita bsmemposisikan diri kita dlm sgl hal & bisa saling melengkapi. Moment luar biasa tjd difinal cbng karate putra saat itu Atlet Rifki A. Sujud syukur & pelatihnya teriak ""Halleluya"" karena mndptkn emas",,[],[],0,0,0,,[],https://twitter.com/AdityaHeriK/status/1034490892449501184,,,0.0,https://pbs.twimg.com/profile_images/1047530504398852096/Zol4vUku.jpg,,,,,,,,,,,False,indonesia indah beda beda buat kuat asal bsmemposisikan diri dalam sgl bisa saling lengkap momen luar biasa jadi final cbng karate putra itu atlet rifki a sujud syukur latih teriak halleluya mndptkn emas
34,1039770583657930752,1039769380391870464,1536735599000,2018-09-12,13:59:59,SE Asia Standard Time,941129452347523072,bborahae,qq.,,"nggak benci sih, cuma gampang kesel dan gampang pusing aja kalo banyak orang.",['askmenfess'],[],[],0,0,0,,[],https://twitter.com/bborahae/status/1039770583657930752,,,0.0,https://pbs.twimg.com/profile_images/1121105684014059521/qlEVAutr.jpg,,,,,,,,,,,False,benci sih cuma gampang kesel gampang pusing kalau banyak orang
35,1039922023323983872,1039922023323983872,1536771705000,2018-09-13,00:01:45,SE Asia Standard Time,2364495408,syxfqdxnl,Wxn Syxfq Dxnl,,Yess!!! Acc twitter  lama aku dah aku dapat balik. Sekian lama lupa username dan password akhirnya hari ni semua dapat dipecahkan. Hahaha. Dan jangan terkejutlah sekarang ni aku ada 3 acc twitter.  Hahaha,,[],[],1,0,2,,[],https://twitter.com/syxfqdxnl/status/1039922023323983872,,,0.0,https://pbs.twimg.com/profile_images/1125135744379408384/tg6hJF1W.jpg,,,,,,,,,,,False,yess acc twitter lama sudah balik sekian lama lupa username password akhir hari ni semua dapat pecah hahaha jangan kejut sekarang ni ada 3 acc twitter hahaha
36,1041116232030674944,1041116211067539457,1537056427000,2018-09-16,07:07:07,SE Asia Standard Time,563399056,aszahrakhan,∞,,"Suka heran, kok mereka bisa hidup dengan pikiran negatif utk waktu yg lama? Kok mereka sanggup benci sama satu hal utk waktu yg lama? Kalau aku sih suka pusing dan gak nyaman kalo kesel sama orang kelamaan. Gelisah sendiri. Ujungnya yaudah, cuek aja. Wkwk.",,[],[],1,0,0,,[],https://twitter.com/aszahrakhan/status/1041116232030674944,,,0.0,https://pbs.twimg.com/profile_images/1120651798790819840/gwGpgQ9E.jpg,,,,,,,,,,,False,suka heran kok bisa hidup pikir negatif waktu lama kok sanggup benci sama satu untuk waktu lama kalau sih suka pusing tidak nyaman kalau kesel sama orang lama gelisah sendiri ujung sudah cuek wkwk
37,1045278669193670656,1045271608519155712,1538048829000,2018-09-27,18:47:09,SE Asia Standard Time,774203352032825344,taetenguns,nian,,NGAKAK ASLI SERIUS GUE MELIHAT SECARA LANGSUNG OMG SHOCK ^_^,['yourmilea'],[],[],0,0,0,,[],https://twitter.com/taetenguns/status/1045278669193670656,,,0.0,https://pbs.twimg.com/profile_images/1120822041026777088/wVMx2xHx.jpg,,,,,,,,,,,False,tertawa asli serius lihat langsung ya tuhan shock
38,1049407093734703105,1049407093734703105,1539033122000,2018-10-09,04:12:02,SE Asia Standard Time,251778789,seff_chelhay,Seff Che Lhay,,"Haleluya, Tuhan Memberkati Kalian semua2 saudra2ku.Luar biasa..  https://www.facebook.com/100000305284139/posts/2118600431493446/ …",,['https://www.facebook.com/100000305284139/posts/2118600431493446/'],[],0,0,0,,[],https://twitter.com/Seff_Chelhay/status/1049407093734703105,,,0.0,https://pbs.twimg.com/profile_images/453246660328435712/I1jyQizp.jpeg,,,,,,,,,,,False,haleluya tuhan kati kalian semua2 saudra2ku luar biasa
39,1053918334004199424,1053918334004199424,1540108686000,2018-10-21,14:58:06,SE Asia Standard Time,1914719798,kurnia3man,Kurnia Prasanti,,"HadiratMu luar biasa,, Roh KudusMu penuhiku Haleluya.  Happy Sunday all, Tuhan Yesus memberkati",,[],[],0,0,0,,[],https://twitter.com/kurnia3man/status/1053918334004199424,,,0.0,https://pbs.twimg.com/profile_images/378800000521895682/93fa723e645112d497a25f7f76195c7b.jpeg,,,,,,,,,,,False,hadirat luar biasa roh kudus penuh haleluya senang sunday all tuhan yesus kati
40,1056029113348063232,1056029113348063232,1540611935000,2018-10-27,10:45:35,SE Asia Standard Time,2295448566,ggabrielid,Wazowski,,"Haleluya puji Tuhan, luar biasa kak 😊  https://twitter.com/TapiheruAudrey/status/1055974616273829888 …",,['https://twitter.com/TapiheruAudrey/status/1055974616273829888'],[],0,0,0,,[],https://twitter.com/GGabrielID/status/1056029113348063232,,https://twitter.com/TapiheruAudrey/status/1055974616273829888,0.0,https://pbs.twimg.com/profile_images/990449770618486784/MRZ5qLmT.jpg,,,,,,,,,,,False,haleluya puji tuhan luar biasa kak
41,1056405690334343168,1056335611328512000,1540701718000,2018-10-28,11:41:58,SE Asia Standard Time,840192162834800641,johnlearntotwit,Jonathan,,Luar biasa.. Haleluya,['pastorgilbertl'],[],[],0,0,0,,[],https://twitter.com/Johnlearntotwit/status/1056405690334343168,,,0.0,https://pbs.twimg.com/profile_images/867907346575626241/Umn6Aypx.jpg,,,,,,,,,,,False,luar biasa haleluya
42,1061668836791922688,1061668836791922688,1541956550000,2018-11-12,00:15:50,SE Asia Standard Time,276417168,vky_tan,Vky Tan Huang,,Terimakasih Tuhan Yesus ! Puji Tuhan ! Haleluya ! Aku percaya bahwa semua ini terjadi oleh karena kasih karunia dan mujizatMu yg begitu luar biasa dlm hidupku ! Tiada yg mustahil bagi org…  https://www.instagram.com/p/BqDCXy8BboC/?utm_source=ig_twitter_share&igshid=okskfqvh6cl0 …,,['https://www.instagram.com/p/BqDCXy8BboC/?utm_source=ig_twitter_share&igshid=okskfqvh6cl0'],[],0,0,0,,[],https://twitter.com/vky_tan/status/1061668836791922688,,,0.0,https://pbs.twimg.com/profile_images/1097515353779843072/lMBRHvZu.jpg,,,,,,,,,,,False,terimakasih tuhan yesus puji tuhan haleluya percaya semua jadi karena kasih karunia mujizatmu begitu luar biasa hidup tiada mustahil orang
43,1063785328392196096,1063785328392196096,1542461161000,2018-11-17,20:26:01,SE Asia Standard Time,1264004718,nabilahsyaufii,Nasya,,"Bagaimana cara kamu menghadapi orang yang kamu tidak sukai? — Tetep baik aja sama orang itu walaupun kita gak suka sama orang itu. Jangan di ambil pusing dan jangan dibawa kesel, nanti yang ada malah jadi benci. Jadi jalanin aja  https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM6GED7JAWQP5PPENRBPWKZ67UYYWNCII2NUENOQRXK2ZP4FQBIBWT4VSVRUY7O5MSPLULNAZXWREADFTCCFVDONHVGWJC2I65SC23XSD6SC5ISMIPQTLXHFUMIGLAGX326HMH56EUQ7GU5YS3R2R3Y7WPAFTGFD7N5VUKNNGOYN6IYIC2UNE7XETWDU4FEH6AGDEA==== …",,['https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM6GED7JAWQP5PPENRBPWKZ67UYYWNCII2NUENOQRXK2ZP4FQBIBWT4VSVRUY7O5MSPLULNAZXWREADFTCCFVDONHVGWJC2I65SC23XSD6SC5ISMIPQTLXHFUMIGLAGX326HMH56EUQ7GU5YS3R2R3Y7WPAFTGFD7N5VUKNNGOYN6IYIC2UNE7XETWDU4FEH6AGDEA===='],[],0,0,0,,[],https://twitter.com/nabilahsyaufii/status/1063785328392196096,,,0.0,https://pbs.twimg.com/profile_images/767165127091073024/vzgLUMsP.jpg,,,,,,,,,,,False,bagaimana cara kamu hadap orang kamu suka tetap baik sama orang walaupun tidak suka sama orang jangan ambil pusing jangan bawa kesel yang malah jadi benci jadi jalanin
