,Unnamed: 0,Unnamed: 0.1,id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,location,hashtags,link,retweet,quote_url,video,profile_image_url,gif_thumb,gif_url,has_parent_tweet,is_quote_status,is_reply_to,quote_id,replies,tags,video_thumb,video_url
18,18.0,29.0,1126909728766824448,1126909728766824448,1557511190000,2019-05-11,00:59:50,WIB,1047794857249390592,sall36909996,salsky,,Pengen bunuh diri di egomu yang tinggi itu.,,[],[],0,0,1,,[],https://twitter.com/Sall36909996/status/1126909728766824448,,,0.0,https://pbs.twimg.com/profile_images/1127447714579402753/IxBAG0nG.jpg,,,,,,,,,,
19,19.0,32.0,1126889395364212736,1126889395364212736,1557506343000,2019-05-10,23:39:03,WIB,2238532352,annisarm23,nisabyan,,"aku pengen bunuh diri. karna udah cape makan ati karna ortu ku. gimana ya caranya?aku takut tp aku cape kek gini terus:( — Mendekatkan diri ke Tuhan zeyeng, dan buka mata km, masih banyak diluar sana yg sayang km yg pastinya bisa ngeluarin km dari zona …  https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM32DTHJAJQPZ5NAF5BH7KZPN2ZEY5KMYNNRKMSRRWKOZ72FQFJNSTYVS7Y4YO4R56M3ZLDERR5QAQFPSOBJRSII6PDGJAKIXVT6MPZSJQQKQI2AIT7PAC7NMLIOPBQTLCYLCXLZUJZCPE763JWKQ3AY66BFUGXXFF6FPI74NBWJQOCOTOXZF4FMLIAA4EGCHOIHKE6=== …",,['https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM32DTHJAJQPZ5NAF5BH7KZPN2ZEY5KMYNNRKMSRRWKOZ72FQFJNSTYVS7Y4YO4R56M3ZLDERR5QAQFPSOBJRSII6PDGJAKIXVT6MPZSJQQKQI2AIT7PAC7NMLIOPBQTLCYLCXLZUJZCPE763JWKQ3AY66BFUGXXFF6FPI74NBWJQOCOTOXZF4FMLIAA4EGCHOIHKE6==='],[],0,0,0,,[],https://twitter.com/annisarm23/status/1126889395364212736,,,0.0,https://pbs.twimg.com/profile_images/1104254835581304832/t-jnldxA.jpg,,,,,,,,,,
20,20.0,33.0,1126886051543339008,1126886051543339008,1557505545000,2019-05-10,23:25:45,WIB,1118530253507325952,chocolateitem,ン,,"Disitu aku pengen banget marah. Aku kecewa banget, bahkan chat pacarku sampai ga ku bales. Aku sama sekali gatau harus ngomong apa. Seharusnya aku maki maki dia, tapi gabisa. Yg aku pikirin, aku gamau dia tambah menyesal dan malah bunuh diri. Kasian ortunya dia anak tunggal",,[],[],0,0,0,,[],https://twitter.com/chocolateitem/status/1126886051543339008,,,0.0,https://pbs.twimg.com/profile_images/1126513250240098305/6lani7vb.jpg,,,,,,,,,,
21,21.0,40.0,1126619281578270720,1126619281578270720,1557441942000,2019-05-10,05:45:42,WIB,1125298061696126976,bisangeluh,hamdalah masih bisa ngeluh,,Cape gak sih... mgerasa cape sama dunia yang gak berarah ke aku. Pengen matihaha. Ada yg pernah nyobain bunuh diri?,,[],[],0,0,0,,[],https://twitter.com/BisaNgeluh/status/1126619281578270720,,,0.0,https://pbs.twimg.com/profile_images/1125767486924705793/YKlBt1cE.jpg,,,,,,,,,,
22,22.0,42.0,1126603728281202688,1126603728281202688,1557438234000,2019-05-10,04:43:54,WIB,1085637822772461568,fatmajulian28,cewebete,,stress banget jadi gue .. yg apa apa selalu serba salah ..  pengen bunuh diri aja rasanya ..,,[],[],1,0,0,,[],https://twitter.com/fatmajulian28/status/1126603728281202688,,,0.0,https://pbs.twimg.com/profile_images/1113470304041308160/hIc3cj_T.jpg,,,,,,,,,,
23,23.0,46.0,1126467290633891841,1126467290633891841,1557405705000,2019-05-09,19:41:45,WIB,1168763186,tyasalah,Ningtyas Pratama A,,"Baru sibuk cari uang dan kemarin ngurusin tunangan aja udah pengen marah-marah sendiri karena dilupain adik paling kecil. udah ga pernah tlpn, ga pernah vc, ga pernah mau ngobrol.  kebayang kalau udah menikah- punya anak- lalu sibuk cari uang- dan d lupakan.  bunuh diri gitu 🤗",,[],[],0,0,1,,[],https://twitter.com/tyasalah/status/1126467290633891841,,,0.0,https://pbs.twimg.com/profile_images/1115594559969300480/c46KQ7Re.jpg,,,,,,,,,,
24,24.0,49.0,1126331422162214912,1126331422162214912,1557373311000,2019-05-09,10:41:51,WIB,1563774901,calystacfa,Calysta Febry Arindhita,,Ga ada yang bisa jadi pendengar yang baik gimana dong ? Malah selalu di pandang sebelah mata terus ;). Wajarkan kalo pengen bunuh diri ? — Gunanya bunuh diri apa?  https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM3SEDDNAJS3Z4PLURKHV2XYNMYIYNC6KOFJH4ARBRKW2PYEAFI5RH6FIN5U36Y3N7NLRP5BJDRYDB3ACPA5OSKKOPAWFDIEXDQPQ65U3XQOW24CSL7LMH5DMWLGLCQ2SCW3MGZ7FCYLMVP73FQSS36M63AFPHVAOEVEDIZQPAQEQIIEKBXBIMVF2DIR6Q==== …,,['https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM3SEDDNAJS3Z4PLURKHV2XYNMYIYNC6KOFJH4ARBRKW2PYEAFI5RH6FIN5U36Y3N7NLRP5BJDRYDB3ACPA5OSKKOPAWFDIEXDQPQ65U3XQOW24CSL7LMH5DMWLGLCQ2SCW3MGZ7FCYLMVP73FQSS36M63AFPHVAOEVEDIZQPAQEQIIEKBXBIMVF2DIR6Q===='],[],0,0,0,,[],https://twitter.com/CalystaCFA/status/1126331422162214912,,,0.0,https://pbs.twimg.com/profile_images/1087017778085715968/WT17Bto5.jpg,,,,,,,,,,
25,25.0,50.0,1126283691519401984,1126283691519401984,1557361932000,2019-05-09,07:32:12,WIB,1118542255474655232,gigil_a,GIGI,,"Kalo lagi kaya gini. Bawaannya pengen minggat, atau engga bunuh diri sekalian. Biar ema gw ga ada beban lagi",,[],[],0,0,0,,[],https://twitter.com/GigiL_a/status/1126283691519401984,,,0.0,https://pbs.twimg.com/profile_images/1121427409322909697/ufiv1K1D.jpg,,,,,,,,,,
26,26.0,51.0,1126267145963196422,1126260505503420416,1557357987000,2019-05-09,06:26:27,WIB,1089404981512269826,etrex102,Rendy Pandega,,Pengen bunuh diri tapi auto surga bisa gak ya,['bellatrix_lees'],[],[],0,0,0,,[],https://twitter.com/etrex102/status/1126267145963196422,,,0.0,https://pbs.twimg.com/profile_images/1119430481651490816/mUA8llMG.jpg,,,,,,,,,,
27,27.0,52.0,1126242905033728000,1126242905033728000,1557352207000,2019-05-09,04:50:07,WIB,91541358,termicin,An Alien,,"Gua punya bipolar, kadang bisa seneng banget kadang bisa sedih banget dan kalo udah down banget pengen bunuh diri aja rasa please someone help me:( — Alangkah baiknya jika konsultasi pada profesional.  https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM32ODDPQ7QH66VDFTC7S3BYPUYYWNCII2NUENOQRXKS67UEAGIRXD6WKURUY7O5MSPLULNAZXWREADFTCCFVDONHVGWHDKEXNQ2U4FWTE265YIEQE3T5WXSNELCNRQSLA77BXZ4UUZ3GUTKLRTGXY43OPAVYW3W775IFKL3WNTB7IYSYZSBRN3CTSHU5V4GPIPCFSEZDF …",,['https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM32ODDPQ7QH66VDFTC7S3BYPUYYWNCII2NUENOQRXKS67UEAGIRXD6WKURUY7O5MSPLULNAZXWREADFTCCFVDONHVGWHDKEXNQ2U4FWTE265YIEQE3T5WXSNELCNRQSLA77BXZ4UUZ3GUTKLRTGXY43OPAVYW3W775IFKL3WNTB7IYSYZSBRN3CTSHU5V4GPIPCFSEZDF'],[],0,0,0,,[],https://twitter.com/termicin/status/1126242905033728000,,,0.0,https://pbs.twimg.com/profile_images/1125516563614842880/DrX4Roht.jpg,,,,,,,,,,
28,28.0,53.0,1126240434378776576,1126240434378776576,1557351618000,2019-05-09,04:40:18,WIB,927191590245773313,khalidpappi,khal,,"pengen bunuh diri, tapi takut kangen kamu",,[],[],2,0,0,,[],https://twitter.com/khalidpappi/status/1126240434378776576,,,0.0,https://pbs.twimg.com/profile_images/1127939827742023680/_YmLDCQB.jpg,,,,,,,,,,
29,29.0,56.0,1126136979219812352,1126136979219812352,1557326953000,2019-05-08,21:49:13,WIB,922192084768931840,brownhydrangea,Muhammad Taqiyuddien,,rasa pengen bunuh diri gua muncul lagi anjing,,[],[],1,0,0,,[],https://twitter.com/brownhydrangea/status/1126136979219812352,,,0.0,https://pbs.twimg.com/profile_images/922196605620457472/_ll98KAo.jpg,,,,,,,,,,
30,30.0,59.0,1126073333504569344,1126073333504569344,1557311778000,2019-05-08,17:36:18,WIB,1016955089850732544,chatime_pearl,mondays,,Punya bos begini bikin pengen bunuh diri,,[],[],1,0,1,,[],https://twitter.com/chatime_pearl/status/1126073333504569344,,,0.0,https://pbs.twimg.com/profile_images/1127932524770914304/LkpvzfK4.jpg,,,,,,,,,,
31,31.0,0.0,1127770976588984322,1127768757718249472,1557716528000,2019-05-13,10:02:08,WIB,223744283,anumberofdays,🎠,,"kalo dulu sebelum konsumsi nopres rasanya hampa, kosong, jenuh, jengah, bosan, sedih, marah, gagal, pecundang, takut, malu, mood swing, pengen nangis, pengen lari, pengen menyendiri, pengen resign, pengen mati.",,[],[],1,0,0,,[],https://twitter.com/anumberofdays/status/1127770976588984322,,,0.0,https://pbs.twimg.com/profile_images/1122817650738917376/PgBB5EOK.jpg,,,,,,,,,,
32,32.0,2.0,1127364595432263680,1127364595432263680,1557619639000,2019-05-12,07:07:19,WIB,2934348458,rikaputrinadi,rika,,"Gimana perasaan kamu kalo kamu lagi berjuang mati""an buat someone tapi kenyataannya someone itu gak peduli dan malah berjuan… — pas di fase itu sedih sih, rasanya pengen bunuh diri sumpah, cuma setelah melewati itu alhamdulillah jd lebih menghargai dir…  https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM5WADNLAKS7TPNAN6D7XKZ252ZE3MWCKQPYKYWBDHCX3OGFYEI5XTWVCQRNY3MIHVG3ZLPHALUINABE26A47SEMOPDGKTWP7HV2UOVVKJSC5MUAA63DFXPNU4CCCQER3C4DMGZY4UZ7MV5ZT5RSWKKZ7RJZ2HRX6H45LL357TQ4VL4W25UV55TVSDIR6WWK7OOKKCUPR5SZ4ZQ53EZ2GQ==== …",,['https://lap78.ask.fm/igoto/45DKECPW7B667HQMHN2IG6NM5WADNLAKS7TPNAN6D7XKZ252ZE3MWCKQPYKYWBDHCX3OGFYEI5XTWVCQRNY3MIHVG3ZLPHALUINABE26A47SEMOPDGKTWP7HV2UOVVKJSC5MUAA63DFXPNU4CCCQER3C4DMGZY4UZ7MV5ZT5RSWKKZ7RJZ2HRX6H45LL357TQ4VL4W25UV55TVSDIR6WWK7OOKKCUPR5SZ4ZQ53EZ2GQ===='],[],0,0,0,,[],https://twitter.com/rikaputrinadi/status/1127364595432263680,,,0.0,https://pbs.twimg.com/profile_images/1126711172713963521/KGjt1vk1.jpg,,,,,,,,,,
33,33.0,3.0,1127001680719925248,1127001680719925248,1557533114000,2019-05-11,07:05:14,WIB,1026137802365263873,educationfess,/edc/ FOLLOW @boutRL,,"/edc/ aku ga dibolehin berangkat utbk, bingung bgt mau gmn masa depan dibuat main main, sedih bgt, pikiran uda gelap bgt pengen mati:"")",,[],[],18,0,2,,[],https://twitter.com/educationfess/status/1127001680719925248,,,0.0,https://pbs.twimg.com/profile_images/1116248598637735937/Vs52dVN0.jpg,,,,,,,,,,
34,34.0,4.0,1126887447596392454,1126887447596392454,1557505878000,2019-05-10,23:31:18,WIB,734205931,bhangshatttt,panggil saja saya cantik,,"Suka sebel sama perasaan sendiri deh, tiba2 sedih, tiba2 inget mati, tiba2 kangen, tiba2 pengen sendiri, tiba2 badmood",,[],[],0,1,2,,[],https://twitter.com/Bhangshatttt/status/1126887447596392454,,,0.0,https://pbs.twimg.com/profile_images/1127082495906762752/Od9UXEKL.jpg,,,,,,,,,,
35,35.0,5.0,1126828923591880710,1126828923591880710,1557491925000,2019-05-10,19:38:45,WIB,1035338570343448578,arucitawa,@aruci,,"Kalau lagi bulanan insecurenya bisa berlebihan Tau2 pengen nangis sendiri, sedih sendiri, kadang2 juga pengen mati 😭",,[],[],0,0,0,,[],https://twitter.com/arucitawa/status/1126828923591880710,,,0.0,https://pbs.twimg.com/profile_images/1081415084956499970/Mc2lBK3F.jpg,,,,,,,,,,
36,36.0,8.0,1126085306426347520,1126076941654577153,1557314633000,2019-05-08,18:23:53,WIB,1104002009860993024,dindauncrn,Dind🐯||Taehyung's Manager!,,Rest in peace kucinggg kecilll😭💜Aku phobia bgt sama kucing tapi entah kenapa kalo liat kucing pengen bgt pelihara dan kalo liat kucing mati itu sedih;(,['yoroshikook'],[],[],0,0,0,,[],https://twitter.com/dindauncrn/status/1126085306426347520,,,0.0,https://pbs.twimg.com/profile_images/1123101978681167872/fy2wY6a0.jpg,,,,,,,,,,
37,37.0,9.0,1125953350560698368,1125953350560698368,1557283172000,2019-05-08,09:39:32,WIB,1622088684,fahirasepna,kucing ngeselin,,"Sedih aja rasanya kalau ga dianggap dalam suatu kelompok. Pengen deket tapi nantinya anu malah mikir sok dekat. Gk di deketin dibilang penyendiri, gk peduli sama tmn maunya aku harus gimana??  Mati aja? Biar gk ganggu? pfttt😢",,[],[],0,0,0,,[],https://twitter.com/Fahirasepna/status/1125953350560698368,,,0.0,https://pbs.twimg.com/profile_images/1121651488474816513/fQ1oBNvC.jpg,,,,,,,,,,
38,38.0,10.0,1125943595360329728,1125943595360329728,1557280846000,2019-05-08,09:00:46,WIB,79433485,kuntilmoderen,kuntil moderen,,"Aku kok sering kalo naik mobil, trs mikir ini kalo aku lompat keluar gmn y? mati ga ya? Kalo mati org2 sedih ga? Kalo mati masalah2 ku kelar apa ga? Kalo mati bikin beban org yg ditinggal ngga? Trs udah ga jadi  pengen lompat. Kasian kalo org2 nanggung masalahku",,[],[],1,0,0,,[],https://twitter.com/kuntilmoderen/status/1125943595360329728,,,0.0,https://pbs.twimg.com/profile_images/1077752917447168000/ODGcW0lH.jpg,,,,,,,,,,
39,39.0,11.0,1125794766766071808,1125794766766071808,1557245363000,2019-05-07,23:09:23,WIB,479424399,jcrisylla,jeje,,"mati rasa banget, udah sedih pengen nangis sambil menyakiti tapi kaya diem doang bengong. Kaya apaan sih gua kaga jelas bet tapi yaa mau nangis tapi gatau caranya gmn. Yagatau mau apa",,[],[],1,1,0,,[],https://twitter.com/JCrisylla/status/1125794766766071808,,,0.0,https://pbs.twimg.com/profile_images/1099721629792231425/V_hoHzn4.jpg,,,,,,,,,,
40,40.0,15.0,1124324908979195912,1124324908979195912,1556894921000,2019-05-03,21:48:41,WIB,373251199,vinjiminie,Molly 🍑,,Pengen bgt bisa mati bareng seluruh org yg aku sayangin.. jd ga perlu ngerasain sedih pas ditinggal dan mereka ga perlu kerepotam or sedih pas aku ga ada m,,[],[],0,0,0,,[],https://twitter.com/Vinjiminie/status/1124324908979195912,,,0.0,https://pbs.twimg.com/profile_images/1124285229655441410/eFU-uVHu.jpg,,,,,,,,,,
41,41.0,16.0,1124249809286656000,1124249809286656000,1556877016000,2019-05-03,16:50:16,WIB,805288765962862592,pinreapple,𝔪𝔢𝔢𝔢𝔢𝔢𝔢𝔢𝔢𝔢𝔢𝔢𝔢𝔢𝔢𝔢𝔢.,,nonton harpot 5 pas sirius black nya mati sedih banget dah pengen nangis :(,,[],[],0,0,0,,[],https://twitter.com/pinreapple/status/1124249809286656000,,,0.0,https://pbs.twimg.com/profile_images/1126434345642708992/STkKURPj.jpg,,,,,,,,,,
42,42.0,20.0,1123846873498968064,1123846873498968064,1556780949000,2019-05-02,14:09:09,WIB,1080481376623722507,senjatanuklir,orei,,"kalo sedih pengen makan banyak, makan banyak jadi gendut, gendut makin ga disukain, makin sedih, depresi, mati.",,[],[],13,122,225,,[],https://twitter.com/senjatanuklir/status/1123846873498968064,,,0.0,https://pbs.twimg.com/profile_images/1127556338244915200/jG0Xbjf5.jpg,,,,,,,,,,
43,43.0,21.0,1123627293136408576,1123627293136408576,1556728597000,2019-05-01,23:36:37,WIB,4068789493,anakmuda94,manusia biasa,,"Sedih rasa nya begini, pengen mati",,[],[],0,0,0,,[],https://twitter.com/anakmuda94/status/1123627293136408576,,,0.0,https://pbs.twimg.com/profile_images/978233554969681920/7uBzjKfO.jpg,,,,,,,,,,
