id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,location,hashtags,link,retweet,quote_url,video,profile_image_url,gif_thumb,gif_url,has_parent_tweet,is_quote_status,is_reply_to,quote_id,replies,tags,video_thumb,video_url
393777715435667456,393777715435667456,1382718898000,2013-10-25,23:34:58,WIB,1078239504,vxrawr_oliv,Oliv R.S.P,,Galau cenderung merasa tak bearti . Sedih . Update status alay . Hampa . pikiran kacau . Pengen mati . ! #real itu cuma buat ababil x hellow,,[],[],0,0,0,,['#real'],https://twitter.com/VxRawr_Oliv/status/393777715435667456,,,0.0,https://pbs.twimg.com/profile_images/1124371494954340352/JOW2Os2K.jpg,,,,,,,,,,
394062789372694528,394062789372694528,1382786864000,2013-10-26,18:27:44,WIB,749068195,aldisiwi,Aldi Siwi,,"Nyesek,ngenes,sedih,sakit,galau,stres,pengen mati,liat menara,naik,lompat,jebret,tewas,tamat :'(",,[],[],1,0,0,,[],https://twitter.com/AldiSiwi/status/394062789372694528,,,0.0,https://pbs.twimg.com/profile_images/631494545155342336/Ghaf4Mtf.jpg,,,,,,,,,,
398412178429968384,398412178429968384,1383823840000,2013-11-07,18:30:40,WIB,1056766249,ochaananta,Ocha Putri Ananta,,Gatau ini kesel pengen marah sedih galau ga enak perasaan pengen nangis pengen mati ! Aaaarrrrgggghhhh щ(ﾟДﾟщ)(屮ﾟДﾟ)屮,,[],[],0,0,0,,[],https://twitter.com/OchaAnanta/status/398412178429968384,,,0.0,https://pbs.twimg.com/profile_images/551225440233222144/Ybzm2GOo.jpeg,,,,,,,,,,
404259572992319488,404259572992319488,1385217967000,2013-11-23,21:46:07,WIB,299478050,ayusucita24,Ur next friend,,"Pengen banget lari, nangis triak-triak, antara seneng, kaget, sedih, galau dan akhirnya mati. Lalu bangkit kembali dikehidupan lain :')",,[],[],0,0,0,,[],https://twitter.com/AyuSucita24/status/404259572992319488,,,0.0,https://pbs.twimg.com/profile_images/1010571392226488320/2eZVnb0G.jpg,,,,,,,,,,
406736432321949697,406735806976368641,1385808496000,2013-11-30,17:48:16,WIB,575214638,husnulannisaa,Saa,,"@ridwanMIFT diamlaaa galau ni,sedih kali pengen mati:')",['ridwanmift'],[],[],0,0,0,,[],https://twitter.com/HusnulAnnisaa/status/406736432321949697,,,0.0,https://pbs.twimg.com/profile_images/454467877169401856/KqlLCueT.jpeg,,,,,,,,,,
444432757741989888,444432757741989888,1394796001000,2014-03-14,18:20:01,WIB,1187874272,xlimsmantig,SMA N 3 • X5 • XLim,,"Yang galau,Yang kecewa,Yang Happy,Yang pengen mati, Yang flat, Yang sedih. Mana suaranyaa ?????",,[],[],1,0,0,,[],https://twitter.com/xlimsmantig/status/444432757741989888,,,0.0,https://pbs.twimg.com/profile_images/3502067968/22b80d30c35ecf133e240506ef6194c2.jpeg,,,,,,,,,,
444434507983122432,444432757741989888,1394796418000,2014-03-14,18:26:58,WIB,494015458,fidyapatuma,Pidiw,,"Aaaaaaaaaa >< @xlimsmantig: Yang galau,Yang kecewa,Yang Happy,Yang pengen mati, Yang flat, Yang sedih. Mana suaranyaa ?????”",['xlimsmantig'],[],[],1,0,0,,[],https://twitter.com/FidyaPatuma/status/444434507983122432,,,0.0,https://pbs.twimg.com/profile_images/757587774325174272/gTlOalw_.jpg,,,,,,,,,,
447696555135356928,447696555135356928,1395574151000,2014-03-23,18:29:11,WIB,2394219715,galauquotees,Mrs.GALAU,,"Sedih,, Galau,, Rasanya pengen Mati!! #Mrs.Galau",,[],[],0,0,1,,['#mrs'],https://twitter.com/Galauquotees/status/447696555135356928,,,0.0,https://abs.twimg.com/sticky/default_profile_images/default_profile.png,,,,,,,,,,
453905976312082432,453905976312082432,1397054592000,2014-04-09,21:43:12,WIB,1883645936,egambn_,legaembuntiba,,"Sedih,galau,pengen mati dll. Karna @nggtprstyo ngga peka😭😭 RT""@Viccent22: gimana perasaan lo saat ini? # viccent nanya""","['nggtprstyo', 'viccent22']",[],[],0,0,0,,[],https://twitter.com/Egambn_/status/453905976312082432,,,0.0,https://pbs.twimg.com/profile_images/574585773254569986/rYvMFILc.jpeg,,,,,,,,,,
461909603450511362,461909603450511362,1398962805000,2014-05-01,23:46:45,WIB,2466006042,ivyjacss_,Jacs,,Sedih + Galau Tak menentu Serasa pengen Mati!!,,[],[],0,0,0,,[],https://twitter.com/ivyjacss_/status/461909603450511362,,,0.0,https://pbs.twimg.com/profile_images/494844573663760385/E9cD9lkp.jpeg,,,,,,,,,,
470222612409237505,470222612409237505,1400944781000,2014-05-24,22:19:41,WIB,2408612910,mystxfool,Jay,,#MunFact Galau galau banget  Beneran galau Sedih Pengen mati galau *mati*,,[],[],2,0,0,,['#munfact'],https://twitter.com/MystxFool/status/470222612409237505,,,0.0,https://pbs.twimg.com/profile_images/948609173884817408/BkhKLIf_.jpg,,,,,,,,,,
482366715276189696,482366715276189696,1403840161000,2014-06-27,10:36:01,WIB,105319236,bukanselebritis,aku,,"Saat galau, lo pengen banget mati dan ada orang yang sedih dan nangisin lo.  Padahal ditangisin orang gak ada… —  https://path.com/p/efJmY ",,['https://path.com/p/efJmY'],[],0,0,0,,[],https://twitter.com/bukanselebritis/status/482366715276189696,,,0.0,https://pbs.twimg.com/profile_images/469491483821608961/oFVlOFtZ.jpeg,,,,,,,,,,
506453983129776128,506453983129776128,1409583013000,2014-09-01,21:50:13,WIB,280411987,ayudiaahp,AHP,,Ada dimana hari ini itu kamu down..ngerasa paling sedih galau dan pengen mati ..hhaaa — ya mati aja :(  http://ask.fm/a/b96ai426 ,,['http://ask.fm/a/b96ai426'],[],0,0,0,,[],https://twitter.com/ayudiaahp/status/506453983129776128,,,0.0,https://pbs.twimg.com/profile_images/1123555572471566336/dReAhqN-.jpg,,,,,,,,,,
567235049699811328,567235049699811328,1424074349000,2015-02-16,15:12:29,SE Asia Standard Time,359293109,shellypla,EL,,Cuman pelajaran akuntansi yg bikin kesel gondok galau stres laper baper dan cuman akuntansi yg ngertiin perasaan gue😘,,[],[],0,0,0,,[],https://twitter.com/shellypla/status/567235049699811328,,,0.0,https://pbs.twimg.com/profile_images/905031138569109505/AiDQ7cLx.jpg,,,,,,,,,,
569018663992299520,569018663992299520,1424499596000,2015-02-21,13:19:56,SE Asia Standard Time,2321620938,nuhi_7,Follow @Nuhi_759,,"Gondok lah yaa tugas capek2 ngerjain , sampe stres sendiri tapi malah di contekin gitu ajaaaa nyeseeeekk woy!!!",,[],[],1,0,0,,[],https://twitter.com/Nuhi_7/status/569018663992299520,,,0.0,https://pbs.twimg.com/profile_images/614685282810474498/Y9Xi2f7q.jpg,,,,,,,,,,
572744809368047616,572744809368047616,1425387978000,2015-03-03,20:06:18,SE Asia Standard Time,981671431,devprsc,Devi ayuni juwita priscilia,,Cape mumet gondok stres ksel!,,[],[],0,0,0,,[],https://twitter.com/Devprsc/status/572744809368047616,,,0.0,https://pbs.twimg.com/profile_images/1071587017455104000/VLWWARwa.jpg,,,,,,,,,,
584319994088984576,584319994088984576,1428147717000,2015-04-04,18:41:57,WIB,2434790221,afida_afia,Afida Afianingsih,,"Ini beneran sedih len :""( keburu pengen wisuda pengen ke malang aja gk kuat disini mati galau disini mah  pic.twitter.com/8Vzq51Dvkw",,[],['https://pbs.twimg.com/media/CBvr7KRUgAEaj_M.jpg'],0,0,0,,[],https://twitter.com/afida_afia/status/584319994088984576,,,0.0,https://pbs.twimg.com/profile_images/611517050582732800/nCUmrViO.jpg,,,,,,,,,,
589236954304278530,589064374662406144,1429320012000,2015-04-18,08:20:12,SE Asia Standard Time,1348907671,bungaasmaranti,ungee,,@putrifbrrahita haha mungkin. gondok sndri nih! gaterima cjr dikatain stres. stres2 kok cjr berprestasi. ga mikir yg ngatain,['putrifbrrahita'],[],[],1,0,0,,[],https://twitter.com/bungaAsmaranti/status/589236954304278530,,,0.0,https://pbs.twimg.com/profile_images/710988087552188417/D4ZlRhfe.jpg,,,,,,,,,,
591556653562007553,591556653562007553,1429873071000,2015-04-24,17:57:51,SE Asia Standard Time,183528652,didotdextra,DIDOT ALRAFA REVANO,,"Langsung ngedown, parno sendiri, jadi stres campur gondok 😥",,[],[],0,0,0,,[],https://twitter.com/DIDOTDEXTRA/status/591556653562007553,,,0.0,https://pbs.twimg.com/profile_images/1077181367203422208/2aDLj5vj.jpg,,,,,,,,,,
598473095129632768,598473095129632768,1431522079000,2015-05-13,20:01:19,SE Asia Standard Time,350262613,ziaasifa,Sifa Fauzia,,Orang lagi capecape baru pulang kuliah stres ama ujian eh dibm yang enggakenggak lah gondok gue rasanya pengen… —  https://path.com/p/qifha ,,['https://path.com/p/qifha'],[],0,0,0,,[],https://twitter.com/ziaasifa/status/598473095129632768,,,0.0,https://pbs.twimg.com/profile_images/525473935584788480/VCcEwjSb.jpeg,,,,,,,,,,
601709739450368000,601709739450368000,1432293755000,2015-05-22,18:22:35,SE Asia Standard Time,253331090,elfrass,K. Epafras G. Sinaga,,"Sering buat gondok, sering buat kesel, sering buat stres, tapi dia salah satu dari… (w/ Sarah Oktavia) [pic] —  https://path.com/p/2o62du ",,['https://path.com/p/2o62du'],[],0,0,0,,[],https://twitter.com/elfrass/status/601709739450368000,,,0.0,https://pbs.twimg.com/profile_images/671425469921681408/-3l5Tpii.jpg,,,,,,,,,,
620092318398332930,620092318398332930,1436676504000,2015-07-12,11:48:24,SE Asia Standard Time,1238909316,arifahbadzlina,arifah,,"Pusing, stres, kecewa, kesel, gondok, bete & butuh reflesing. #komplitsemuanya",,[],[],0,0,0,,['#komplitsemuanya'],https://twitter.com/arifahbadzlina/status/620092318398332930,,,0.0,https://pbs.twimg.com/profile_images/658659828982677504/0mzHCNm2.jpg,,,,,,,,,,
651263093540937728,651263093540937728,1444108196000,2015-10-06,12:09:56,SE Asia Standard Time,922720135,linacyankarjuna,linaciecewekpesek,,bikin kesal aja pun abg yg 1 ini :3 Ryegu Vrofil  udh tw lgi betek asek di buat gondok aja :3  udh stres x abg...  http://fb.me/5dgHegUId ,,['http://fb.me/5dgHegUId'],[],0,0,0,,[],https://twitter.com/linacyankarjuna/status/651263093540937728,,,0.0,https://pbs.twimg.com/profile_images/900572182220165120/Ftlu0mrY.jpg,,,,,,,,,,
657459829296893952,657459829296893952,1445585612000,2015-10-23,14:33:32,WIB,2225426552,ilhammunajat17,Ilham munajat,,Sangat sedih aku galau kamu ga peduli.. Rasanya seperti dicampakan ibu tiri.. Pengen bunuh diri tapi takut mati.....  http://fb.me/7RrolybI9 ,,['http://fb.me/7RrolybI9'],[],0,0,0,,[],https://twitter.com/Ilhammunajat17/status/657459829296893952,,,0.0,https://pbs.twimg.com/profile_images/378800000820782924/2ee4a17e396982ea42b678a8461ea2ad.jpeg,,,,,,,,,,
659020675126968320,659020675126968320,1445957747000,2015-10-27,21:55:47,SE Asia Standard Time,1942230109,bellaviista14,bella vista,,pusing gk bisa mikir hari ini rasanya campur2 bt kesel eneg benci pengen nangisssss 😭,,[],[],1,3,0,,[],https://twitter.com/bellaviista14/status/659020675126968320,,,0.0,https://pbs.twimg.com/profile_images/683735647576719360/l15xJOEf.jpg,,,,,,,,,,
660392814581166081,660392814581166081,1446284891000,2015-10-31,16:48:11,SE Asia Standard Time,2898382578,rachmaniaa_,R A C H M A N I A,,"Gmna gak stres coba?kalau setiap hari dibikin kesel terus, dibikin gondok terus!!makin bete dengan keadaan kaya gni!!",,[],[],0,0,0,,[],https://twitter.com/RachmaniaA_/status/660392814581166081,,,0.0,https://pbs.twimg.com/profile_images/1043478983352799237/EscvFAg2.jpg,,,,,,,,,,
660844429117272065,660844429117272065,1446392564000,2015-11-01,22:42:44,SE Asia Standard Time,144158261,humaeiraarisu,Mae 김매형 🐯,,"Pusing, gondok, nyebelin, bikin stres apalah itu semua imbasnya gw bondolin nih rambut wkks :''v",,[],[],0,0,0,,[],https://twitter.com/humaeiraARISU/status/660844429117272065,,,0.0,https://pbs.twimg.com/profile_images/1098786294803574785/b_9vgKOq.jpg,,,,,,,,,,
662263327540641792,662263327540641792,1446730856000,2015-11-05,20:40:56,SE Asia Standard Time,207000323,frenamilatika,Frenamilatika,,"Ketika skripsi lagi stres tingkat dewa, adaa aja eceng gondok yang bikin ulah. 👀",,[],[],0,0,0,,[],https://twitter.com/frenamilatika/status/662263327540641792,,,0.0,https://pbs.twimg.com/profile_images/968151271264763904/DseRo2Za.jpg,,,,,,,,,,
703928417700347904,703928417700347904,1456664587000,2016-02-28,20:03:07,SE Asia Standard Time,3269580896,tri03_wahyunii,Nay!.,,Gila stres pusing kesel marah benci badmood mager baper laper bete boring gabut cape bingung lupa ngantuk lemes .,,[],[],0,0,0,,[],https://twitter.com/tri03_wahyunii/status/703928417700347904,,,0.0,https://pbs.twimg.com/profile_images/718381062959820800/BfcUjw1T.jpg,,,,,,,,,,
725915940529967104,725915940529967104,1461906821000,2016-04-29,12:13:41,SE Asia Standard Time,2579728670,papat1969,Fatimah Azzahra,,"Sllu ada yg tersisa rasa sakit ini,kesel, sebel, benci berbaur jadi satu kenapa terus saja terjadi masalahnya serba salah bikin pusing",,[],[],0,0,0,,[],https://twitter.com/papat1969/status/725915940529967104,,,0.0,https://pbs.twimg.com/profile_images/1127432268295708672/i48up4Ub.jpg,,,,,,,,,,
749939794344415232,749939794344415232,1467634554000,2016-07-04,19:15:54,SE Asia Standard Time,2180983880,maryatiaam,Bew,,"pusing, tekanan batin, greget, kesel, benci srmua campur aduk grgr 3 bocah murugul kos sapi dugul",,[],[],0,0,0,,[],https://twitter.com/MaryatiAam/status/749939794344415232,,,0.0,https://pbs.twimg.com/profile_images/960480025421037569/MRmVrS3h.jpg,,,,,,,,,,
769469280937140224,769469280937140224,1472290747000,2016-08-27,16:39:07,SE Asia Standard Time,242248510,tiaracerminta,Shantiara Cerminta,,Kesel.. tapi gak bisa diungkapin. Bukan bikin pusing tapi ya ginilah gua. Tapi gak sampai benci ko. Cuma kesel aja sama jawabannya. 😠,,[],[],0,0,0,,[],https://twitter.com/tiaracerminta/status/769469280937140224,,,0.0,https://pbs.twimg.com/profile_images/1063758271171911680/bPFKwQCl.jpg,,,,,,,,,,
787657679216926721,787657679216926721,1476627199000,2016-10-16,21:13:19,SE Asia Standard Time,3166352342,iam_je2,Jessica Damayanti,,Kesel.benci.nyesek.marah.kecewa.pusing.pms.sakit.dendam.uhh pokoknya campur adukk 😠,,[],[],0,0,0,,[],https://twitter.com/iam_je2/status/787657679216926721,,,0.0,https://pbs.twimg.com/profile_images/966249045453717504/-ehSycSX.jpg,,,,,,,,,,
790062593721237504,790062593721237504,1477200575000,2016-10-23,12:29:35,SE Asia Standard Time,318931494,annicadp,ICA,,"ya capek, ya pusing, ya loba tugas, ya kesel, ya benci, ya pengen nangis gara2 si eta",,[],[],0,0,0,,[],https://twitter.com/Annicadp/status/790062593721237504,,,0.0,https://pbs.twimg.com/profile_images/1128221603186143232/mvvv7-pY.jpg,,,,,,,,,,
814501533056307200,814501533056307200,1483027272000,2016-12-29,23:01:12,SE Asia Standard Time,729290535119118338,allforhopeworld,hopeworldians,,99 Tadi kesel bgt pas ada itu. cm skrg dah biasa. Cuma pusingnya sampai sekarang gailang2 mau jedotin kepala ke tembok. Benci klo dah pusing,,[],[],0,0,0,,[],https://twitter.com/allforhopeworld/status/814501533056307200,,,0.0,https://pbs.twimg.com/profile_images/1126229893824405506/hEV2rY9H.jpg,,,,,,,,,,
820873164511023104,820873164511023104,1484546388000,2017-01-16,12:59:48,SE Asia Standard Time,741195517632249856,tyaindriyani8,TyaIndriyani,,Gondok bgt asu bisa stres gue:'3,,[],[],0,0,0,,[],https://twitter.com/TyaIndriyani8/status/820873164511023104,,,0.0,https://pbs.twimg.com/profile_images/791863056766689280/wlFLCSGI.jpg,,,,,,,,,,
823208647090061312,823201754040803328,1485103210000,2017-01-22,23:40:10,SE Asia Standard Time,1053081962,sifulani,fulani,,ga mood bobo lg kesel bete unmood kezel benci sakit pusing stres gila sarap :(,,[],[],1,0,0,,[],https://twitter.com/sifulani/status/823208647090061312,,,0.0,https://pbs.twimg.com/profile_images/1099343817218486273/2jmFy365.jpg,,,,,,,,,,
864790965369790464,864790965369790464,1495017207000,2017-05-17,17:33:27,SE Asia Standard Time,553483540,auviads,auvii,,"Eneg, pusing, kesel, benci, mau nangis, mau marah, mau teriak. Coba ada yg bisa nenangin semua ini.",,[],[],0,2,1,,[],https://twitter.com/AuviaDS/status/864790965369790464,,,0.0,https://pbs.twimg.com/profile_images/1128220312842035200/cZajr2f2.jpg,,,,,,,,,,
931074675286753280,931074675286753280,1510820475000,2017-11-16,15:21:15,SE Asia Standard Time,763682731372838912,aelumdawo,K.,,HHHH memang sepertinya lagi gak cocok sama society karena rentan stres yang tiba-tiba naik. Menyingkir dulu kayaknya lebih baik daripada bikin gondok,,[],[],0,0,0,,[],https://twitter.com/aelumdawo/status/931074675286753280,,,0.0,https://pbs.twimg.com/profile_images/1092807381044654090/RT-ITZpd.jpg,,,,,,,,,,
994118104027312128,994111234042544128,1525851200000,2018-05-09,14:33:20,SE Asia Standard Time,46859931,carimichan,mitamsupardi,,"sampai akhirnya kesempatan buat drafting “tayangan sampah” pun datang.   omg! ternyata gak gampang, tjoy! aku bener-bener kayak lagi semester pendek kuliah. pelajari ini-itu dengan serius dan padat. asli, asli... di situ aku sadar banget kalo bikin yang “sampah” itu gak gampang!",,[],[],1,0,0,,[],https://twitter.com/carimichan/status/994118104027312128,,,0.0,https://pbs.twimg.com/profile_images/1108234998203609089/qgUQ6kAA.jpg,,,,,,,,,,
1003599342567997440,1003599342567997440,1528111703000,2018-06-04,18:28:23,SE Asia Standard Time,885425229807239168,haydreams,illa - haechan silver hair man~,,"rasanya pengen ngilang. pusing kepala mikirin orang. pengen kesel, benci, tapi keinget jadi manusia harus baik.",,[],[],0,0,0,,[],https://twitter.com/haydreams/status/1003599342567997440,,,0.0,https://pbs.twimg.com/profile_images/1123777850824372225/mhWYcPq_.jpg,,,,,,,,,,
1016663211439939584,1016663211439939584,1531226372000,2018-07-10,19:39:32,SE Asia Standard Time,417073703,cunielwidda,PERSONA WITH LUV,,"Stres jaringannya payah. Gatau knp skrng di dlm ruangan ga bs 4G, gondok jadinya... 😭😭",,[],[],0,0,0,,[],https://twitter.com/CunielWidda/status/1016663211439939584,,,0.0,https://pbs.twimg.com/profile_images/1087303664501313536/W8ff0KWc.jpg,,,,,,,,,,
1021712114912641024,1021712114912641024,1532430125000,2018-07-24,18:02:05,SE Asia Standard Time,875722228007972864,xuaneyeji,Y.,,When.. marah kesel tapi ga bisa benci itu bikin pusing.,,[],[],0,0,0,,[],https://twitter.com/xuaneyeji/status/1021712114912641024,,,0.0,https://pbs.twimg.com/profile_images/1127794547528851457/-JatKgA5.jpg,,,,,,,,,,
1022129355181281280,1022110399695474689,1532529603000,2018-07-25,21:40:03,SE Asia Standard Time,1554973614,kjaehwanfeed,HAPPY_JAEHWAN_DAY,,"HUHUHUHUHU VAPP PLEASE LET ME SLEEP A WHILE OMG, KAK SERIUS TD AKU NANGIS TAU ASLI KAYA PENANTIAN BERHARGA (rizky febian)(?)  EH PENANTIAN SEABAD YAALLAH AYANG AKHIRNYA😣😣😢😢😣😣😂😢😂",['tailalatseongwu'],[],[],1,0,0,,[],https://twitter.com/kjaehwanfeed/status/1022129355181281280,,,0.0,https://pbs.twimg.com/profile_images/1132732922186702848/Cqk1iquL.jpg,,,,,,,,,,
1034594773938499584,1034579237930328064,1535501590000,2018-08-29,07:13:10,WIB,69541300,shafiramt,Shafira Muthia,,"Maacih beb,  sedih akutuh udah tiap hari bawaannya pengen cepet balik ngantor cuma buat ngurusin kelinci.  Popo lincah bgt gak kepikiran semalem mati.  Galau berat tau 😭😭😭😭",['sandianinggar'],[],[],0,0,0,,[],https://twitter.com/ShafiraMT/status/1034594773938499584,,,0.0,https://pbs.twimg.com/profile_images/1056417662773821440/kvUmpnyp.jpg,,,,,,,,,,
1043122823135285248,1043122823135285248,1537534835000,2018-09-21,20:00:35,WIB,121749929,anisaamielia,amielia,,buka skype galau buka ig gak karuan buka twitter sedih  buka wa kek pengen mati buka line hampa   sungguh aku ini banyak dosa dan kurang ibadah,,[],[],0,0,0,,[],https://twitter.com/anisaamielia/status/1043122823135285248,,,0.0,https://pbs.twimg.com/profile_images/1119639550278557696/JJlVG2gK.jpg,,,,,,,,,,
1054347924681895936,1054347126681915393,1540211108000,2018-10-22,19:25:08,SE Asia Standard Time,1215738740,rumnurrum,Caramel,,Gak ambil pusing sih. Cuman kesel aja gitu. Gemeess benci amat. Kok gak malu sama umur woy. Jahat banget jadi manusia!!!,,[],[],2,0,0,,[],https://twitter.com/rumnurrum/status/1054347924681895936,,,0.0,https://pbs.twimg.com/profile_images/1122864696665575424/9ld6DL8W.jpg,,,,,,,,,,
1059951633759498242,1059951633759498242,1541547137000,2018-11-07,06:32:17,SE Asia Standard Time,3318308065,greywidow_,Centini,,"Lu mah gondok mulu tiap hari, kaya serumah lu yg paling stres. Anak lu aja kaga tau diri dah.",,[],[],0,0,0,,[],https://twitter.com/greywidow_/status/1059951633759498242,,,0.0,https://pbs.twimg.com/profile_images/1120313305678041088/UIgKUo4v.jpg,,,,,,,,,,
1074002731214417920,1074002731214417920,1544897179000,2018-12-16,01:06:19,WIB,959401319223083008,grlkyn,garlikonyen,,"Yang berisik karena di tinggal pacar, sedih, galau, berasa pengen mati ajah... Blom tau kali rasanya di tinggal orang tua, apalagi mama. Kalo masih punya ortu (mama) sayangi ortu kamu. Jgn sia-sia in. Jangan kecewain. Trust me.",,[],[],0,0,3,,[],https://twitter.com/grlkyn/status/1074002731214417920,,,0.0,https://pbs.twimg.com/profile_images/1124496504683515904/TUqAaw6i.jpg,,,,,,,,,,
1075286397446025216,1075286397446025216,1545203229000,2018-12-19,14:07:09,SE Asia Standard Time,831889662901760000,anakgembila,ayo jadi,,Aku gapapa kok. Cuma lagi laper pusing sedih ngantuk capek khawatir takut kesel kecewa depresi frustrasi bingung dan benci sama diri sendiri aja.,,[],[],1,0,0,,[],https://twitter.com/anakgembila/status/1075286397446025216,,,0.0,https://pbs.twimg.com/profile_images/1122479163607146501/Hm6LWjSF.jpg,,,,,,,,,,
1077755978722861056,1077755978722861056,1545792023000,2018-12-26,09:40:23,SE Asia Standard Time,1007901538646290432,soolareclipse,☀️,,"gua benci bgt kenapa si apa apa nangis, seneng nangis, sedih nangis, kesel nangis. Pusing bgt kepala",,[],[],0,0,0,,[],https://twitter.com/soolareclipse/status/1077755978722861056,,,0.0,https://pbs.twimg.com/profile_images/1076643722186506240/tVk7kfzu.jpg,,,,,,,,,,
1077828359348936704,1077826400826974209,1545809280000,2018-12-26,14:28:00,SE Asia Standard Time,1022488408571097089,kyutgrul,cica,,"Hadeh abang gue annoying bgt nder, suka nyanyi gajelas mana suaranya ancur bgt pls pusing dengernya :( dan yg plg gue benci dia suka meperin upilnya ke gueeee bgst bgt kan??? suka nangis gue saking kesel nya",['askmenfess'],[],[],0,0,0,,[],https://twitter.com/kyutgrul/status/1077828359348936704,,,0.0,https://pbs.twimg.com/profile_images/1127325320950894592/2j-2KrYn.jpg,,,,,,,,,,
